,ZIP,Total_Pop,No_School,No_School_Pct,8th_Grade,8th_Grade_Pct,Some_HS,Some_HS_Pct,HS_or_GED,HS_GED_Pct,Some_College,Some_Coll_Pct,Assoc_Deg,Assoc_Deg_Pct,Bach_Deg,Bach_Deg_Pct,Mast_Deg,Mast_Deg_Pct,Prof_Deg,Prof_Deg_Pct,Doct_Deg,Doct_Deg_Pct
22,60636,21808,314,1.4398385913426264,488,2.2377109317681585,1140,5.2274394717534856,9206,42.21386647101981,4558,20.900586940572268,1271,5.828136463683052,1327,6.08492296404989,562,2.5770359501100515,108,0.4952311078503301,32,0.1467351430667645
23,60649,31405,321,1.0221302340391658,132,0.42031523642732055,1097,3.493074351217959,7945,25.298519344053496,9542,30.383696863556757,2859,9.103645916255374,4473,14.242954943480338,2623,8.352173220824708,503,1.6016557872950168,172,0.5476834898901449
24,60617,52601,1634,3.106404821201118,1232,2.3421607954221404,1999,3.8003079789357614,17343,32.970856067375145,12427,23.62502614018745,3513,6.678580255128229,5663,10.765955019866542,2280,4.3345183551643505,290,0.5513203171042376,170,0.3231877720955875
25,60633,8683,212,2.4415524588275943,150,1.7275135321893356,210,2.4185189450650695,3272,37.68282851549004,2215,25.50961649199585,771,8.879419555453184,832,9.58194172521018,343,3.9502476102729474,68,0.7831394679258321,53,0.6103881147068986
26,60643,34471,318,0.9225145774709176,245,0.7107423631458327,465,1.348959995358417,7526,21.83284500014505,8526,24.73383423747498,2661,7.7195323605349415,6675,19.36410315917728,4504,13.066055524934002,998,2.8951872588552696,658,1.9088509181630937
27,60612,21809,140,0.6419368150763446,357,1.6369388784446788,881,4.03961667201614,5052,23.16474849832638,4186,19.193910770782704,1576,7.226374432573708,4511,20.68412123435279,2191,10.046311155944794,647,2.9666651382456783,250,1.1463157412077583
28,60604,543,0,0.0,0,0.0,0,0.0,18,3.314917127071823,17,3.1307550644567224,35,6.445672191528545,142,26.151012891344383,240,44.19889502762431,56,10.313075506445673,35,6.445672191528545
29,60624,21220,251,1.182846371347785,473,2.2290292177191326,1544,7.276154571159283,7267,34.24599434495759,5304,24.995287464655984,1261,5.942507068803016,1263,5.951932139491046,489,2.304429783223374,50,0.23562676720075398,39,0.18378887841658814
30,60656,21153,442,2.0895381269796247,197,0.9313099796719142,412,1.947714272207252,5229,24.719897886824562,4334,20.48881955278211,1562,7.384295371814872,5668,26.795253628326954,1952,9.228005483855718,231,1.0920436817472698,238,1.1251359145274902
31,60644,29995,631,2.103683947324554,457,1.5235872645440907,1860,6.201033505584264,10833,36.11601933655609,7066,23.55725954325721,2272,7.574595765960994,2189,7.297882980496749,1054,3.5139189864977496,47,0.15669278213035506,92,0.3067177862977163
32,60655,19410,93,0.4791344667697064,75,0.38639876352395675,159,0.8191653786707883,3980,20.50489438433797,4681,24.116434827408554,1453,7.485832045337455,5084,26.192684183410613,2915,15.018031942297785,313,1.6125708397733127,222,1.143740340030912
33,60603,767,0,0.0,0,0.0,0,0.0,0,0.0,25,3.259452411994785,7,0.9126466753585397,309,40.28683181225554,243,31.681877444589308,151,19.6870925684485,32,4.172099087353325
34,60605,20949,39,0.18616640412430188,21,0.1002434483746241,100,0.4773497541648766,931,4.444126211275002,2466,11.771444937705859,841,4.0145114325266125,7467,35.643706143491336,4769,22.764809776122966,2595,12.387226120578548,1380,6.5874266074752965
35,60653,20564,197,0.9579848278545031,289,1.4053686053297023,745,3.6228360241198208,4193,20.390001945146857,5165,25.11670881151527,1314,6.389807430461,3935,19.135382221357712,2143,10.421124294884264,428,2.081307138688971,317,1.54152888543085
36,60609,38005,1358,3.5732140507827914,1234,3.246941191948428,1901,5.001973424549401,15538,40.88409419813183,5660,14.89277726614919,1867,4.9125115116432045,3307,8.701486646493882,1385,3.644257334561242,163,0.42889093540323636,295,0.7762136560978818
37,60609,38005,1358,3.5732140507827914,1234,3.246941191948428,1901,5.001973424549401,15538,40.88409419813183,5660,14.89277726614919,1867,4.9125115116432045,3307,8.701486646493882,1385,3.644257334561242,163,0.42889093540323636,295,0.7762136560978818
38,60618,66938,1368,2.0436822133914965,1091,1.6298664435746513,1498,2.237891780453554,12050,18.001732946906092,9985,14.916788670112641,3529,5.272042785861544,19707,29.440676446861275,8953,13.37506349158923,1923,2.8728076727718186,786,1.174220920852132
39,60616,40885,1320,3.2285679344502873,1401,3.426684603155191,1240,3.0328971505442093,8207,20.07337654396478,6377,15.597407362113245,1843,4.507765684236272,9160,22.40430475724593,5385,13.171089641677877,1731,4.233826586767763,890,2.1768374709551184
40,60602,987,0,0.0,0,0.0,0,0.0,0,0.0,51,5.167173252279635,0,0.0,578,58.5612968591692,150,15.19756838905775,95,9.625126646403242,113,11.448834853090172
41,60601,12153,0,0.0,0,0.0,0,0.0,354,2.9128610219698836,1302,10.71340409775364,379,3.1185715461202994,4690,38.591294330617956,3627,29.844482843742288,1055,8.680984119147537,746,6.1384020406483994
42,60608,53769,2021,3.75867135338206,1495,2.780412505346947,4060,7.550819245290037,12969,24.119846007922778,7802,14.510219643288885,2647,4.922910971005598,9276,17.25157618702226,3532,6.568840781863155,798,1.484126541315628,695,1.2925663486395507
43,60607,19600,138,0.7040816326530612,117,0.596938775510204,131,0.6683673469387755,1472,7.5102040816326525,1643,8.38265306122449,594,3.030612244897959,7762,39.60204081632653,4383,22.362244897959183,2289,11.678571428571429,685,3.4948979591836737
44,60661,8137,47,0.5776084552046209,0,0.0,0,0.0,285,3.50251935602802,290,3.5639670640285113,174,2.138380238417107,3852,47.33931424357871,2402,29.519478923436154,839,10.310925402482487,248,3.0478063168243823
